A,B
5,42
1,8
1,15
2,95
4,74
4,9
1,20
3,53
2,67
4,92
3,61
4,18
2,50
3,1
5,36
2,74
1,26
1,53
2,98
3,47
1,80
1,80
1,50
5,12
5,53
1,90
4,90
4,83
2,40
3,33
4,58
1,77
5,56
3,79
1,35
4,96
2,62
2,36
1,25
1,51
5,103
5,76
1,78
2,36
4,43
3,53
5,25
2,97
3,39
1,29
4,15
3,11
3,64
1,28
2,77
1,77
5,1
5,87
1,83
2,84
3,87
2,53
4,12
3,35
5,95
2,17
3,82
3,51
2,19
4,3
3,66
2,29
2,79
4,22
5,44
2,42
4,50
2,84
4,17
3,97
4,20
3,7
5,56
1,2
2,67
4,34
2,13
2,22
3,2
4,88
3,38
1,22
5,103
3,54
1,19
4,20
3,39
5,13
4,95
5,56
3,71
3,25
4,65
1,83
4,25
5,66
1,33
1,17
3,19
5,32
2,93
2,57
4,6
3,28
2,62
2,23
3,5
4,32
4,70
2,80
4,93
5,59
5,100
5,60
4,5
5,63
3,89
1,64
4,25
1,90
5,54
5,12
5,60
1,83
1,69
3,11
4,16
5,105
4,12
3,31
5,11
1,28
4,97
1,50
4,46
1,50
2,65
1,93
5,83
2,20
5,89
4,61
2,43
4,23
1,42
2,28
3,91
3,5
3,62
2,100
1,75
1,68
2,4
5,81
3,95
4,62
3,50
2,37
2,47
1,45
2,87
2,49
5,37
4,17
1,54
1,58
5,92
2,75
3,32
5,88
1,82
2,66
3,27
5,72
5,50
5,39
1,76
3,44
4,47
5,65
3,9
3,99
5,31
2,18
4,49
4,51
3,54
5,26
5,11
4,10
