A,B
3,108
8,400
2,240
7,228
2,363
8,15
1,173
10,406
5,175
5,532
2,59
7,336
1,218
4,323
7,422
4,81
10,446
5,159
8,195
9,4
1,411
5,39
3,23
3,288
2,175
3,281
7,103
6,63
10,294
4,371
2,452
10,49
5,274
1,144
9,165
6,334
3,68
7,192
4,316
5,282
8,153
7,252
1,210
1,101
5,98
6,329
4,31
10,25
9,486
10,209
4,485
2,508
3,389
2,19
5,497
7,57
4,156
9,178
8,412
9,432
8,109
9,340
6,145
6,203
4,465
9,168
2,438
9,471
10,439
1,412
2,510
2,504
4,121
8,256
8,441
4,399
3,120
5,356
10,68
6,222
1,366
6,178
1,191
6,113
7,375
6,182
8,138
10,279
9,286
1,281
5,579
9,106
3,299
3,31
7,63
3,180
10,375
7,207
6,27
8,599
