A,B
6,440
6,361
1,499
9,494
5,560
3,325
1,450
8,147
2,511
9,392
3,27
10,131
1,414
4,55
9,83
3,41
4,150
6,192
7,182
4,236
8,17
5,132
6,185
2,25
1,96
10,683
8,49
2,575
9,56
10,13
2,596
9,388
4,327
10,157
10,161
8,154
9,182
3,270
1,124
4,417
8,424
9,300
1,237
8,42
10,354
10,398
3,330
5,398
6,227
1,262
5,115
2,493
4,78
4,330
4,187
5,442
7,202
7,303
5,312
4,461
8,410
1,200
3,334
2,137
3,82
7,323
6,371
7,173
4,526
9,502
7,326
6,243
7,88
6,396
1,266
8,153
10,439
10,689
6,69
2,69
2,531
7,136
3,304
6,17
5,603
2,509
7,219
3,316
1,97
8,62
10,190
2,292
7,135
5,361
8,209
3,320
9,404
5,186
5,707
9,451
