A,B
6,550
9,736
8,651
6,308
2,367
5,976
7,600
4,219
1,694
8,438
8,110
4,678
2,437
1,519
9,443
8,767
10,892
10,988
8,686
5,738
7,1066
2,794
5,627
5,1154
7,980
5,745
1,938
2,575
6,399
10,1113
8,8
3,393
5,308
6,147
9,954
4,684
3,762
4,930
7,1024
2,881
9,185
8,652
10,454
4,477
10,1060
9,780
4,846
10,610
1,358
1,787
1,947
7,54
8,812
3,764
8,216
9,664
7,267
4,1016
7,539
1,330
6,681
8,612
5,81
5,762
2,233
1,121
3,118
1,451
9,168
2,730
8,86
4,1087
1,720
3,225
9,779
5,1062
7,413
1,214
6,26
3,969
5,1076
3,47
2,798
4,602
3,566
10,13
2,601
9,84
7,721
3,841
9,270
1,488
2,261
8,840
9,918
7,114
7,550
8,259
8,610
3,385
2,870
3,258
8,648
8,859
7,93
1,596
2,618
6,143
6,666
4,418
2,370
5,354
5,1014
2,753
9,330
3,982
4,937
9,1013
7,368
3,940
9,275
7,995
2,740
1,492
9,101
10,253
6,442
10,483
10,484
5,6
6,672
6,546
10,3
2,496
10,1097
10,1040
10,328
6,19
7,246
1,864
6,190
10,187
5,102
3,713
4,767
3,470
2,887
1,639
4,324
2,115
10,687
3,254
9,623
2,407
4,465
6,138
3,109
4,1108
8,379
7,640
7,828
8,592
4,958
8,73
4,225
4,155
4,845
9,938
9,259
5,606
5,182
6,529
6,416
7,1017
5,637
8,227
6,563
9,269
1,791
9,25
7,394
10,832
3,252
3,106
1,387
1,619
4,273
6,704
5,574
6,420
6,256
3,377
7,960
5,669
10,878
2,175
10,738
10,745
5,943
1,893
