A,B
4,564
5,436
3,683
2,1091
1,570
5,252
3,555
2,385
4,440
2,1061
3,750
2,830
1,20
1,387
4,625
2,891
1,1145
5,242
2,24
5,134
4,130
3,933
4,327
3,103
1,881
4,442
4,623
3,430
1,759
1,684
3,738
2,538
5,454
1,636
1,190
5,910
1,384
5,775
1,587
3,842
3,1024
5,745
3,577
3,777
2,249
1,663
1,726
3,328
4,460
4,645
2,220
4,425
3,42
5,875
3,624
2,318
1,500
5,26
5,93
1,177
5,549
3,682
4,16
5,328
4,363
2,958
1,421
2,105
2,756
5,103
1,1011
1,141
4,511
5,842
4,421
5,709
3,813
4,375
3,279
1,108
2,622
5,96
3,747
2,173
5,714
2,1095
2,307
2,997
4,737
5,564
4,600
3,261
2,981
4,172
4,383
4,56
5,978
3,652
2,531
1,415
