A,B
5,161
2,801
7,442
7,134
9,1110
1,105
6,438
9,120
10,467
6,804
1,943
5,474
3,628
5,164
3,673
3,662
2,984
7,142
7,583
8,1061
4,658
6,757
9,1216
6,584
3,317
1,1017
1,40
5,79
8,281
10,416
8,950
2,67
9,865
9,469
3,841
10,933
3,590
2,265
3,228
4,648
4,884
5,484
10,846
10,1068
2,449
3,49
10,630
6,113
2,1022
9,1181
9,580
6,664
7,102
5,173
6,485
4,481
9,1149
8,141
8,965
4,397
4,647
3,688
1,918
3,606
5,218
3,574
3,425
5,255
5,361
7,749
7,542
5,597
6,120
6,260
1,665
7,588
9,933
8,674
10,993
2,728
4,763
3,777
10,925
5,968
8,433
3,671
7,683
9,35
5,995
6,188
1,1002
7,492
1,572
4,580
3,925
2,604
9,590
10,498
6,165
2,827
8,460
9,1238
8,1098
2,559
9,1180
6,34
6,471
10,315
5,178
7,321
5,362
8,444
2,41
4,121
9,727
7,424
1,133
6,87
10,687
7,663
2,685
1,665
7,39
9,554
3,106
8,1083
4,826
2,224
2,370
7,726
3,171
1,719
5,987
4,932
4,114
4,25
5,739
9,920
8,398
1,837
7,608
8,811
6,552
9,529
8,784
5,142
8,599
6,74
10,494
10,782
8,737
5,1001
7,771
8,98
6,308
7,9
8,334
7,728
3,494
1,734
10,532
4,200
1,162
10,663
2,92
9,507
10,805
1,348
2,399
2,575
6,229
2,717
1,745
4,751
3,124
6,539
9,1079
6,451
2,914
10,626
10,524
3,450
1,607
8,109
2,151
4,210
4,312
1,18
10,1087
5,694
4,467
5,384
4,328
10,574
1,676
7,125
1,884
4,231
8,494
9,403
