A,B
5,1970
3,923
3,1993
1,711
4,1135
3,1267
2,536
1,1982
1,1189
4,760
1,204
3,787
3,1568
4,849
3,1332
2,1025
4,1435
3,1337
1,121
4,1085
5,955
5,1129
2,474
2,1563
4,1221
1,1565
5,1723
5,1615
5,1826
5,1926
2,1559
4,1705
1,798
2,541
5,387
2,165
3,1036
3,1560
1,800
2,1208
1,1617
3,1198
3,737
1,29
4,917
5,148
4,964
5,1168
5,944
4,225
3,1978
5,385
4,1217
2,1500
2,222
1,1583
3,1204
5,497
4,809
5,822
5,744
3,141
2,1760
4,842
4,781
2,1667
1,1673
4,614
2,1296
3,774
3,758
2,1588
4,1874
1,1088
4,314
1,1698
4,748
3,633
2,763
4,592
4,318
5,1038
2,1588
2,1129
1,946
1,1292
2,233
3,820
4,1089
2,1294
1,1226
5,1962
1,1373
4,1752
4,1819
2,670
1,1834
5,118
1,128
4,1445
1,738
2,34
5,100
3,702
3,104
5,1546
5,12
2,513
2,1511
5,466
3,1107
5,408
5,1001
3,1127
4,907
4,1874
2,1203
2,42
3,179
1,2039
1,1681
1,1477
3,219
3,1198
3,1618
2,1700
3,1321
1,1175
4,1026
5,1021
1,814
4,1819
1,1662
1,644
1,956
2,1059
4,844
1,1187
1,474
2,1254
1,1009
5,1358
2,907
4,833
1,196
1,592
4,1795
2,1126
5,873
2,699
5,70
5,1791
5,692
4,1759
5,794
1,475
4,1011
3,1199
5,1547
4,1535
3,1332
3,751
4,124
2,1507
4,1971
3,1372
4,1314
5,1732
5,176
2,78
4,1478
4,764
3,1510
2,1593
3,1910
1,818
1,1385
3,2002
3,56
2,1524
5,852
5,1545
5,1511
2,849
2,1529
5,809
5,1885
1,376
3,1690
5,228
3,1843
1,206
1,1325
3,1786
2,641
2,1409
3,558
3,148
4,1651
2,1471
