A,B
2,739
1,606
2,244
1,704
2,967
3,244
4,64
1,563
3,217
1,655
2,399
5,599
2,461
2,1042
1,82
3,386
3,586
3,50
1,802
4,248
4,281
4,422
4,785
4,735
3,54
3,422
4,282
3,410
5,278
5,635
5,76
3,94
4,194
2,785
5,622
2,22
4,488
3,219
5,130
5,439
1,336
2,523
3,776
5,759
3,406
2,863
2,858
2,207
1,363
1,561
1,383
3,573
2,319
3,167
3,551
1,783
4,156
5,721
4,599
1,736
5,793
4,579
5,438
4,463
1,238
4,396
4,661
5,295
1,241
1,711
1,646
1,373
5,117
5,259
3,511
3,696
1,618
4,339
2,299
4,442
2,1080
4,159
2,1102
5,4
2,642
2,434
4,490
5,424
2,458
2,743
3,792
1,596
3,101
3,705
5,700
5,518
5,755
4,486
1,18
5,667
