A,B
2,47
2,58
3,42
5,65
5,46
4,66
4,95
5,45
4,12
3,75
2,34
5,58
5,37
4,101
2,99
2,11
3,21
4,2
1,11
5,87
3,39
4,69
5,66
2,40
1,21
3,88
2,14
4,102
1,66
4,31
3,58
5,37
4,19
3,69
5,30
3,2
1,5
2,88
2,34
2,9
4,86
3,1
1,51
2,77
4,16
2,89
2,13
1,59
3,13
5,64
4,100
2,62
2,62
1,86
5,94
2,38
5,87
3,26
5,62
2,65
4,59
5,95
3,86
2,21
3,81
1,66
1,92
5,62
2,85
1,14
4,97
5,44
4,105
3,50
5,80
4,69
1,40
4,6
2,27
1,88
1,26
4,99
3,51
5,42
5,61
3,23
4,18
5,40
1,9
3,13
3,13
5,18
1,53
4,23
4,37
1,38
2,5
1,19
5,73
5,25
3,50
5,16
4,6
1,79
4,105
3,9
2,4
3,39
1,69
3,24
3,21
3,52
3,74
4,3
2,18
1,65
3,62
2,56
1,78
5,34
3,25
4,74
3,70
4,84
5,3
2,84
2,32
5,33
3,67
1,84
5,11
5,5
2,20
3,53
1,51
4,54
4,19
1,41
3,20
1,86
4,46
3,48
1,39
5,89
1,22
4,92
1,99
4,78
1,5
2,86
5,43
1,56
3,37
3,16
5,41
5,91
5,27
1,31
1,7
1,13
4,11
3,91
3,98
3,49
5,44
3,13
3,13
2,39
1,86
1,68
5,55
4,14
2,63
3,11
1,28
2,77
2,58
2,57
3,79
2,63
4,107
5,48
3,81
4,85
2,85
1,87
3,24
1,70
4,77
1,72
1,21
5,11
5,15
4,31
1,28
1,6
3,57
2,53
5,37
1,67
1,38
2,56
5,4
4,64
5,81
2,83
4,2
3,74
2,78
2,64
1,12
3,75
5,7
1,16
1,94
5,21
2,64
3,97
3,51
5,57
3,79
5,95
1,27
2,37
3,95
5,56
2,96
4,73
3,18
4,22
1,68
2,51
1,87
5,50
3,63
5,6
3,27
3,23
4,17
3,20
2,28
1,99
4,38
1,60
2,88
3,31
3,40
4,36
2,94
1,11
3,19
1,57
5,12
2,59
2,79
1,10
3,31
5,70
2,12
4,44
4,45
3,1
1,66
3,38
2,66
4,25
4,11
3,31
4,17
1,20
4,102
2,84
2,8
1,29
3,46
4,34
5,2
4,88
1,54
5,49
4,45
3,24
4,15
2,91
5,7
2,16
2,34
5,68
1,36
2,9
3,9
4,92
4,66
2,32
2,88
2,49
5,100
4,65
4,60
4,48
2,8
2,67
1,69
5,30
3,38
5,87
2,65
4,28
2,89
4,47
1,83
4,63
2,41
1,8
3,84
3,33
1,44
3,74
5,21
2,63
5,38
4,99
2,77
5,80
1,75
1,24
1,41
5,18
2,58
1,91
4,9
1,98
1,15
5,46
2,92
3,97
1,74
5,59
2,18
3,88
1,23
5,81
2,69
4,63
5,44
3,46
5,51
5,11
4,54
4,102
5,83
4,38
5,5
3,78
2,74
5,6
5,67
3,76
2,70
4,57
1,1
5,82
5,55
4,28
3,82
2,27
2,32
2,91
5,17
5,28
4,13
4,81
5,54
2,49
2,93
4,48
3,32
5,21
2,80
4,12
5,72
2,1
3,50
1,52
4,77
1,80
5,8
3,98
4,84
1,31
2,97
5,61
4,75
4,64
3,31
4,13
1,40
2,95
3,27
1,97
3,26
2,68
3,92
5,46
1,47
1,13
2,50
1,20
4,82
4,18
1,36
4,5
1,71
1,7
3,74
3,91
2,5
4,106
2,56
5,29
5,97
4,6
5,30
3,96
3,54
5,19
2,11
4,70
1,93
4,84
1,41
2,15
5,89
5,33
4,31
3,12
5,46
1,27
2,38
5,29
3,5
2,4
1,91
3,62
2,49
1,49
3,39
3,92
1,5
2,93
1,2
4,12
2,62
5,28
4,32
3,23
3,71
3,78
2,59
1,72
3,26
1,55
1,24
4,57
1,50
1,56
4,57
3,79
3,85
5,91
4,67
3,51
2,56
2,86
1,65
2,37
1,78
4,74
3,1
5,84
3,86
4,41
1,57
5,8
4,21
4,62
1,51
4,100
2,36
5,38
4,6
4,1
4,64
5,99
5,48
2,16
5,28
2,11
5,22
5,90
