A,B
4,44
3,92
5,90
4,3
7,28
7,85
1,38
1,61
7,32
6,75
7,40
1,53
4,83
5,82
7,3
6,20
4,16
7,97
6,23
1,48
10,63
2,63
9,63
3,40
5,1
10,9
10,73
2,39
7,83
8,77
10,5
6,79
9,53
8,71
3,13
7,86
10,28
4,52
6,24
9,8
10,51
6,24
9,9
10,51
3,15
10,19
7,4
5,68
6,30
8,55
1,83
5,71
6,94
8,81
9,7
10,66
4,54
2,40
8,59
1,41
6,35
1,64
5,50
5,36
5,18
3,73
8,15
3,66
8,5
6,17
7,24
9,15
2,11
7,44
4,88
9,2
5,78
2,89
5,80
8,85
4,64
3,14
8,73
1,10
3,66
2,22
8,81
9,23
5,32
2,9
5,77
5,44
9,77
9,25
3,63
2,20
8,78
5,28
1,72
1,10
4,73
1,4
1,94
7,33
1,83
4,5
5,12
2,76
1,32
8,11
6,40
1,71
5,48
8,46
9,61
10,14
2,9
8,3
4,78
3,64
4,73
6,54
1,61
8,79
5,74
3,81
9,92
9,7
5,40
1,11
6,50
6,63
7,52
7,7
1,69
9,60
1,40
6,46
7,28
7,41
1,35
6,90
6,76
10,28
8,20
9,24
7,74
1,31
5,98
3,34
6,43
1,24
6,34
3,81
9,5
3,81
6,40
3,66
1,87
3,17
8,99
8,40
6,91
1,1
6,76
2,75
7,13
10,12
1,86
10,21
2,27
9,30
10,5
4,10
4,54
10,31
9,80
10,73
3,87
9,18
10,73
8,18
5,61
6,84
4,14
2,98
9,25
1,38
3,87
2,9
3,66
10,34
3,33
10,1
10,1
10,21
10,31
8,97
9,11
1,15
1,54
3,5
9,70
9,88
1,91
3,83
9,67
4,32
8,93
8,35
4,47
7,68
6,54
8,53
5,49
6,55
9,37
8,62
10,59
7,23
1,4
9,29
7,87
10,31
3,11
4,34
4,55
5,28
4,43
6,71
6,37
5,3
10,88
2,84
5,4
8,36
6,35
7,77
6,4
3,99
5,75
10,49
7,94
5,56
1,45
3,65
10,50
1,45
7,74
9,5
10,58
8,29
1,16
2,61
8,90
4,74
9,8
9,86
7,10
8,36
6,70
2,63
10,95
10,80
9,87
1,37
5,40
6,7
6,85
8,77
2,84
2,69
2,33
8,9
10,96
4,46
7,98
1,39
5,1
8,15
5,6
3,52
5,64
8,25
4,60
1,75
9,38
9,97
10,24
8,14
2,69
10,5
2,35
3,88
7,97
6,38
1,70
3,27
4,33
10,55
6,96
3,33
6,29
7,21
4,72
4,82
7,14
9,83
1,48
2,76
9,62
8,29
10,61
7,32
4,53
8,42
5,36
6,67
8,35
5,90
9,36
4,93
1,84
8,89
3,45
5,93
2,91
4,7
1,6
4,67
1,54
4,29
3,32
1,40
3,50
9,57
4,18
2,94
8,61
6,32
3,13
2,17
3,22
5,59
3,33
3,11
2,26
4,11
7,84
9,54
5,89
9,39
6,55
3,6
3,76
10,82
2,40
6,44
6,63
2,85
7,33
6,89
2,78
8,25
3,53
4,8
9,35
7,39
4,41
2,69
4,71
4,78
3,82
10,13
4,98
3,20
4,46
5,3
8,90
9,25
6,20
5,27
2,67
7,33
2,12
9,4
2,33
4,57
7,75
1,37
3,91
2,94
8,40
8,95
6,53
5,57
6,4
1,89
6,53
2,100
8,92
6,63
2,91
7,53
8,75
3,94
3,18
2,57
5,66
2,83
7,2
7,11
9,25
7,100
9,77
5,67
5,24
5,85
3,89
4,11
10,56
10,57
4,99
7,96
4,13
10,58
10,87
5,95
10,16
6,58
7,20
2,67
2,87
8,65
7,18
6,36
10,34
2,83
10,23
7,62
9,55
4,41
7,35
5,54
1,32
8,12
10,84
5,64
4,43
2,10
1,69
4,45
5,7
6,98
10,69
8,34
3,85
9,50
5,75
2,79
9,67
2,59
7,6
4,58
3,72
7,21
2,51
4,33
10,46
8,35
6,74
10,73
4,47
10,19
1,86
1,43
5,35
3,75
7,53
9,17
5,19
9,39
7,69
1,2
9,54
8,94
4,6
7,84
2,69
9,3
2,63
2,79
8,77
7,56
1,24
5,61
3,57
3,79
10,44
2,99
