A,B
10,2219
6,777
2,1998
1,756
6,1162
10,268
5,227
6,1681
9,875
7,785
3,142
5,1619
5,387
3,2070
1,378
5,820
8,918
6,2039
4,1821
5,1041
7,1412
9,2500
6,2617
3,2916
1,814
9,1352
2,569
1,324
4,1179
2,2106
8,1044
7,1387
9,1187
5,1937
9,1188
9,118
7,2053
5,1945
7,1517
2,2686
2,2085
5,797
9,1009
9,2056
10,1208
7,893
5,1323
4,2323
10,1859
9,1404
1,418
4,684
2,1439
1,1047
8,1311
9,534
6,1255
9,207
8,1049
6,1885
8,1274
8,403
4,105
5,2130
7,186
2,567
6,167
10,1662
5,1530
10,1682
7,496
8,1188
2,2658
5,1623
5,993
1,1731
1,2229
6,1553
9,1759
7,785
2,828
10,1940
6,1947
6,1900
7,1403
2,2385
4,1234
9,2339
1,1640
7,1274
10,2625
5,882
9,997
2,704
5,1209
7,2649
2,2043
10,1243
2,1933
8,1164
4,998
5,181
10,1617
8,231
10,12
8,131
9,951
3,2576
8,61
4,1044
1,1310
8,1487
4,1427
2,1960
8,2008
1,1394
5,2127
5,1154
9,427
2,843
3,1700
9,819
4,1693
9,2162
3,2503
8,2194
4,1330
1,2426
5,262
6,2465
6,1329
10,1193
2,2723
3,2596
5,1688
3,1630
1,1422
2,2474
8,1055
5,1398
3,2948
10,1154
3,658
1,2146
7,848
5,1701
5,310
6,2378
3,702
4,666
4,960
3,489
6,2445
8,646
10,475
1,695
9,2169
8,152
4,291
9,1698
5,1371
4,2164
6,23
6,622
2,1268
6,1128
3,496
5,2187
9,2725
5,2025
1,1675
3,2
10,2274
5,194
4,1582
3,1970
1,2332
9,30
7,472
7,158
10,2271
4,472
8,2370
7,2180
1,316
4,123
9,812
6,2602
8,2575
3,1741
6,1496
10,1009
5,1244
5,995
1,1402
4,1004
10,2453
3,2224
9,1360
10,2169
8,1645
10,780
8,272
5,863
10,250
9,1018
1,865
5,1552
10,606
4,2437
1,1169
6,2081
2,1883
8,1670
1,1425
4,81
10,1255
3,417
3,1084
2,1169
4,1147
5,101
4,1596
6,2
8,984
9,1220
10,122
8,1262
3,1052
1,164
10,2398
4,1849
3,701
6,2416
8,1362
6,1334
4,1320
7,773
8,272
3,2715
2,190
5,203
3,2502
7,2608
2,391
6,44
2,387
6,2519
8,2197
2,1795
8,1514
4,932
5,1789
3,6
5,275
3,2151
3,2635
7,1668
6,646
7,1612
6,2474
2,2077
1,1851
5,1569
1,94
4,2471
5,213
4,1775
9,586
8,2527
8,2600
9,24
1,1199
8,2223
9,1313
6,641
7,1858
10,411
10,1576
6,2191
8,1782
9,746
6,1593
1,180
10,108
10,566
6,402
8,652
2,1093
6,2055
5,626
7,769
3,2547
2,320
2,90
6,2102
1,702
1,2097
5,1699
7,292
9,1337
10,1492
3,1696
10,1050
3,1477
4,1450
1,492
1,2203
6,1166
10,882
6,1355
10,2072
2,1933
7,266
1,497
6,366
6,211
9,336
4,2080
3,2015
7,2176
8,313
10,1952
1,1304
4,339
7,1224
3,175
7,1665
7,1578
10,498
10,2227
2,834
9,928
7,1303
10,1046
5,109
3,798
7,995
7,1212
3,1012
4,1788
8,172
9,1981
1,159
1,329
3,2277
8,1413
6,2649
2,1228
3,1840
6,1721
6,690
8,710
2,2251
5,1347
3,1286
7,1729
2,1239
6,1330
9,1990
3,465
2,9
8,777
7,1379
3,785
9,82
3,955
8,1981
5,401
1,825
1,6
4,1076
10,1816
2,1884
9,2547
3,187
9,1686
9,1528
2,2321
1,561
6,692
3,1735
6,1590
1,70
3,266
10,555
2,1777
8,2421
2,1206
7,1525
5,1996
4,653
2,216
7,1566
10,822
10,2358
7,2441
9,388
9,1428
3,1647
4,2189
8,1674
9,1306
10,852
10,909
7,1833
3,2077
5,1985
1,1515
6,1655
7,601
1,605
9,2311
3,2942
8,1355
4,2419
2,2834
2,2798
1,1492
2,448
5,1303
9,2342
8,1714
1,2448
4,1302
10,2128
7,1744
2,828
5,1936
7,1801
8,976
9,2759
4,34
7,354
6,2114
3,1190
6,617
3,2618
2,1389
9,2798
4,944
4,154
2,2049
9,1066
10,1151
4,2426
3,1832
10,1074
4,2066
4,2205
8,2318
3,1344
10,2107
8,2093
1,877
2,1539
1,1474
1,2435
8,135
4,1673
5,698
9,1575
10,2109
10,2015
2,2088
7,848
1,1045
7,2037
1,1305
7,2594
6,318
4,802
5,1791
9,902
2,272
8,2341
7,1819
8,2362
5,2128
8,1223
2,1431
4,1091
3,1931
1,156
1,1539
7,2078
7,422
2,2628
10,2427
7,406
4,228
4,411
4,1999
7,2500
7,573
6,527
4,653
5,1040
9,209
6,311
