A,B
3,2709
4,762
2,2374
1,2491
4,1210
4,1332
3,1137
5,3409
5,3861
1,556
1,4916
2,1377
1,4924
5,3549
3,4560
2,3350
4,4163
3,1271
3,4349
5,1808
3,3621
5,1189
2,4041
5,3495
3,4474
2,634
1,4505
2,1846
3,5229
2,2008
5,4992
4,2651
1,1696
3,841
4,4679
5,14
3,1291
3,904
3,2522
5,4821
4,1786
2,2213
2,3495
5,2303
1,1835
1,1764
3,5271
5,5339
1,3346
3,5037
5,4187
1,1516
2,2741
5,3905
5,1817
4,4614
2,3799
5,1897
1,5146
5,1599
2,1676
4,2053
4,426
2,58
3,3535
3,4613
3,1683
3,3081
5,3731
1,1170
2,1434
2,3422
2,976
1,2107
3,84
4,1867
2,5130
3,3864
1,1856
3,1096
3,4389
1,3408
3,3358
5,2882
4,232
3,943
3,870
5,1478
2,1062
1,2198
2,4989
3,2270
2,1561
1,2580
5,2746
3,2930
1,4418
5,1446
4,4344
5,2793
1,4640
4,3888
5,2943
1,2110
5,1640
1,2221
5,2727
1,660
5,3853
1,224
3,3483
4,3902
3,2170
1,5052
1,2637
2,946
1,1191
2,4984
2,3455
2,3473
3,4331
5,1670
4,2248
2,301
4,1344
4,886
4,1967
2,689
3,3103
4,3000
1,4547
4,4142
2,1941
1,4270
3,3124
4,692
5,4070
3,3325
5,4149
2,537
4,3191
5,5194
5,1347
3,545
4,1990
1,4811
1,4604
5,1996
3,4552
4,2245
1,2548
5,4558
1,3044
1,3660
3,360
5,4360
5,2310
2,2228
2,1794
1,5088
3,1387
4,71
2,3517
2,719
3,2654
4,4633
1,4666
4,2495
5,5140
1,4940
2,4537
5,1429
4,3330
5,766
4,1438
4,2434
2,4276
2,539
4,4671
1,5086
4,2810
3,242
3,1989
5,3822
4,1719
5,606
2,930
1,1327
5,4054
3,4715
4,2736
5,425
5,4471
5,14
1,4245
3,3295
5,2357
1,5044
3,1973
3,5024
1,3701
5,1864
4,3021
1,3609
4,880
1,1363
2,4787
5,3471
2,4718
3,1485
3,4960
5,2748
5,4513
4,3081
2,4169
1,3890
5,4823
5,3206
5,1749
1,1282
2,769
5,4404
1,2785
4,2899
3,1557
1,4170
2,2449
1,2644
1,1750
1,220
4,1623
1,1267
1,1063
1,4902
4,4187
1,2183
4,3893
2,1411
1,1119
4,691
3,4172
3,5037
3,4541
5,487
3,3768
5,453
1,3479
3,3869
3,2378
2,2048
4,3942
3,3835
1,5141
4,2403
1,2477
1,1591
4,2294
1,4568
5,2004
1,3100
3,1447
3,3322
5,1984
4,222
5,579
3,3039
2,3891
3,483
1,3866
5,1183
3,769
3,78
1,4298
2,5035
1,2022
1,80
4,226
2,3304
3,4696
2,670
5,1263
1,2652
5,3204
1,5010
4,787
3,1721
3,3969
4,145
3,3897
4,4537
4,3586
4,2788
2,3932
5,2600
4,2335
1,870
4,3504
4,3356
4,2551
4,3500
2,1565
4,919
4,3298
2,2933
1,3511
2,5050
3,3386
1,5056
3,4423
2,490
1,4911
2,3554
1,2020
3,5093
3,4670
2,2653
1,4062
2,1383
5,2079
5,4639
2,4586
1,1449
5,1635
5,4611
4,3098
3,3081
5,4156
3,4035
3,1951
5,2623
4,4420
1,847
4,4497
3,247
5,1407
1,240
2,3781
3,367
4,3123
3,3417
1,717
5,2272
4,4154
4,57
2,4286
4,2474
4,4556
2,3627
3,1050
5,4371
2,614
5,5182
2,2158
1,4287
4,1259
4,3336
4,766
1,1660
4,2009
4,692
5,4266
5,1431
3,4163
2,4452
1,2488
2,4288
4,3143
2,881
5,762
3,2031
1,4484
3,3619
1,684
5,4511
2,901
2,758
4,1355
2,3702
4,3531
3,4324
2,3536
2,838
3,739
5,1751
2,3416
5,3334
4,1224
5,1861
5,5209
4,4417
4,1211
3,2026
4,3993
5,942
5,1379
5,1040
4,271
5,293
3,693
2,4726
5,1377
2,2518
3,5279
3,2078
2,4924
4,4653
5,5225
2,3390
1,198
4,4189
2,1995
2,1743
1,2775
5,3399
2,2374
2,54
5,2143
1,5151
2,1564
4,1093
5,473
5,2016
3,5135
4,739
3,3434
4,2941
5,1409
1,4188
1,2361
5,2988
5,1707
1,2697
1,4829
2,1392
2,594
4,3453
2,2225
1,723
3,2221
3,5094
4,1321
2,1748
3,2619
4,2926
4,1
2,4166
2,3594
5,1210
3,73
2,3274
4,598
1,2425
3,4960
4,4533
5,2436
1,5130
2,2823
1,1148
3,3682
3,4614
5,1414
1,1124
2,1008
5,2346
2,1647
1,2145
5,1941
3,2447
4,2159
1,1335
4,1042
4,4020
3,2104
4,1603
2,5033
2,3450
1,5270
3,5276
3,3981
5,19
2,2878
1,1508
4,109
1,3390
1,4374
4,3829
2,5009
3,3800
2,1378
2,3413
2,1026
2,3774
2,4923
4,3606
2,1572
4,2648
3,1808
3,4679
5,2348
2,3342
