A,B
4,3
5,28
8,82
3,96
2,31
7,11
8,70
8,50
9,5
7,38
2,2
4,34
8,84
7,21
4,44
4,35
10,12
6,16
1,70
7,8
10,28
5,30
10,21
1,48
8,79
1,42
3,37
5,26
2,82
3,62
8,76
4,32
1,59
9,24
1,72
5,33
2,35
10,47
3,31
3,41
8,90
7,23
9,92
3,62
8,51
1,71
6,39
10,15
7,49
5,9
3,21
10,11
4,14
2,46
2,68
4,26
5,51
7,57
9,18
7,21
10,18
5,7
7,37
1,45
6,31
4,12
1,13
6,7
6,51
6,38
2,82
9,42
5,22
9,27
9,22
9,58
10,86
7,74
6,67
8,59
9,41
4,16
1,10
6,60
2,58
1,52
3,20
5,13
2,3
10,51
6,41
4,42
3,80
6,66
2,27
9,39
5,37
10,59
3,50
8,42
