A,B
5,41
3,27
3,44
4,83
9,13
4,72
6,46
9,83
4,20
5,39
10,23
5,34
7,85
10,30
10,89
10,43
3,13
10,24
2,71
3,55
6,55
2,97
1,9
4,89
3,60
5,50
6,82
1,49
3,32
2,63
10,36
10,18
10,47
8,50
2,6
9,48
4,73
9,9
9,43
3,57
2,39
4,11
1,30
6,22
2,11
9,7
5,7
8,42
2,80
8,11
8,37
6,62
9,48
2,1
10,18
2,4
1,15
3,52
2,25
6,67
2,56
9,97
7,36
3,14
4,47
9,92
7,73
3,7
4,43
8,13
7,21
10,37
3,37
10,8
9,41
7,8
2,9
5,38
1,24
7,73
7,47
5,94
9,71
4,46
3,37
1,1
10,24
7,55
8,72
9,9
7,70
9,5
7,40
4,94
5,49
9,76
3,78
7,27
8,55
10,18
9,18
4,81
10,77
3,24
9,35
4,26
1,10
8,95
8,81
4,97
5,77
8,93
3,79
8,30
1,63
9,34
5,21
9,44
8,83
4,52
8,4
1,73
1,56
6,52
5,91
6,39
3,55
3,93
10,56
2,49
4,29
1,73
7,72
7,34
8,27
9,50
7,36
1,55
4,35
10,62
1,2
9,6
7,74
7,53
4,70
5,70
4,41
5,4
9,29
6,49
1,3
3,27
8,20
10,91
1,85
4,66
8,32
2,86
10,67
6,46
6,90
8,60
2,46
5,52
1,93
10,55
8,12
4,60
2,106
10,41
3,38
9,34
5,2
7,53
1,71
2,7
2,28
6,50
8,41
6,91
7,25
10,19
10,7
3,52
7,33
10,54
8,93
9,13
1,1
1,94
9,80
2,50
1,72
7,23
1,28
5,45
8,19
1,52
2,74
10,87
7,37
2,5
1,5
1,100
3,14
10,28
2,58
10,36
10,69
5,54
6,99
7,72
10,16
4,11
4,47
6,42
5,78
10,65
5,90
7,19
4,17
1,64
7,72
4,17
10,84
2,26
5,98
2,32
4,92
7,16
5,35
2,83
4,30
10,33
1,11
2,104
8,78
4,8
3,92
7,71
9,14
8,93
4,1
4,2
2,51
10,36
5,86
3,39
2,98
5,43
7,43
8,96
5,7
3,96
2,58
7,30
9,74
7,45
6,48
10,92
6,79
2,13
3,20
2,68
7,83
5,99
1,14
5,15
6,63
9,49
4,57
9,39
5,78
7,16
6,24
7,42
6,41
4,85
7,61
6,3
9,3
8,64
2,18
4,82
9,6
7,90
5,56
6,88
5,97
6,19
3,99
8,20
1,22
2,13
7,81
5,56
6,16
6,59
3,93
9,78
5,72
3,9
8,69
5,28
6,47
5,9
4,23
4,60
3,26
6,10
3,39
9,77
1,69
6,1
4,19
9,77
9,13
4,47
1,72
4,92
9,33
6,12
10,68
4,53
3,9
1,22
3,13
8,30
5,81
5,66
2,28
6,99
6,37
2,75
3,58
3,34
10,40
8,49
8,74
9,84
3,7
9,55
8,33
10,90
1,29
8,50
9,70
10,37
6,51
8,67
9,80
6,69
7,35
9,5
7,47
4,64
5,67
1,91
8,74
5,66
4,28
10,92
1,63
1,84
8,54
3,81
8,96
2,82
2,27
10,43
6,8
10,45
7,17
3,18
4,30
6,73
9,83
3,49
8,77
6,67
7,66
5,96
9,67
2,96
5,53
8,11
4,60
9,65
8,42
1,1
1,53
5,68
3,23
1,19
7,29
10,23
9,3
5,47
6,52
6,52
3,66
1,94
8,29
8,27
4,74
2,65
1,87
2,8
10,24
2,60
3,18
3,88
7,50
6,9
6,31
8,43
9,12
9,22
4,30
4,51
9,79
3,3
3,45
7,23
2,74
10,83
6,60
2,94
2,85
9,17
10,86
5,77
3,87
3,22
8,47
5,89
7,60
7,84
7,53
3,32
9,87
6,57
1,32
5,9
3,69
6,95
1,41
1,57
10,61
5,60
4,62
2,76
5,6
4,90
6,77
7,45
3,71
4,16
4,45
10,81
1,24
4,91
5,14
10,88
8,23
5,53
3,16
8,55
5,99
7,13
6,98
10,32
2,48
6,80
7,65
2,29
9,90
1,10
6,2
1,16
6,18
10,66
8,93
10,92
8,44
1,32
8,12
1,69
2,49
6,58
7,35
6,16
2,58
1,54
8,46
8,40
5,1
7,52
2,97
1,11
