A,B
10,16
3,100
9,99
2,86
8,8
9,51
5,92
4,90
7,63
4,75
5,2
9,67
8,83
2,60
7,76
6,75
4,48
3,50
3,61
6,54
8,71
1,97
9,34
3,71
5,27
2,1
6,72
10,92
3,38
1,39
7,18
3,100
6,67
4,39
6,35
3,97
10,73
9,92
8,5
8,2
7,21
8,40
9,28
2,43
1,79
10,97
4,12
3,6
10,7
9,95
10,46
7,41
9,32
8,20
3,87
1,98
4,7
7,80
7,35
5,94
10,4
4,19
4,2
10,13
1,36
2,94
4,22
6,74
9,65
4,67
2,18
9,28
7,26
5,3
5,88
5,8
7,58
8,28
8,24
5,94
8,5
7,26
3,56
4,69
10,6
2,1
6,46
7,46
1,22
2,70
2,1
9,3
5,61
8,27
1,39
7,86
9,60
2,28
3,60
9,35
5,36
4,67
7,45
10,46
2,28
3,79
3,48
7,26
9,73
7,82
3,93
2,1
2,11
8,28
2,98
3,71
6,99
7,29
8,71
10,14
10,94
9,39
10,2
8,33
2,71
9,7
10,12
7,99
4,74
2,80
7,49
1,19
6,79
2,37
7,7
9,32
6,65
7,41
9,88
4,3
8,22
9,40
1,4
7,24
3,1
8,95
2,41
5,56
5,46
8,84
4,70
2,84
5,24
6,45
1,58
2,91
1,69
7,11
2,86
5,79
8,87
10,14
10,13
5,35
3,62
2,19
4,13
9,25
9,84
2,75
2,73
9,70
8,90
7,49
9,37
2,38
6,45
10,36
9,74
4,39
9,12
1,14
3,70
8,75
8,35
1,16
2,40
2,53
2,72
9,98
10,49
6,19
8,44
10,87
5,78
4,7
6,31
6,79
6,17
1,81
1,25
7,24
10,62
5,96
4,90
8,99
6,18
10,41
3,52
6,5
4,41
7,93
10,38
3,86
1,81
1,60
6,47
5,88
10,20
7,98
3,47
1,34
3,99
10,47
10,47
4,4
1,43
9,22
1,41
6,52
4,6
10,10
7,29
5,36
8,5
1,2
5,18
6,11
3,87
7,73
4,45
8,92
8,52
3,12
9,33
7,1
1,90
1,35
4,88
3,10
6,98
9,90
1,91
10,52
4,96
6,46
8,74
9,7
3,20
6,70
10,67
6,28
10,89
4,62
2,60
1,24
10,67
5,97
4,17
10,37
7,92
6,14
5,10
5,28
3,61
5,80
9,37
5,98
2,91
7,10
9,89
1,60
7,18
4,29
9,29
8,6
8,57
10,2
9,30
2,30
8,10
8,97
5,19
3,10
1,11
1,40
6,84
4,21
3,39
1,45
4,95
2,26
2,69
1,61
4,87
10,95
4,33
1,69
3,83
2,79
3,21
3,66
10,76
2,82
7,44
6,98
2,75
3,85
2,32
1,54
8,25
6,36
9,94
1,6
10,66
6,49
3,27
5,31
5,15
5,77
7,30
3,67
1,49
4,31
5,12
9,43
2,33
3,67
6,33
9,96
3,86
1,69
7,83
10,77
5,49
9,86
1,96
6,54
4,33
2,52
2,7
5,9
4,64
6,78
9,46
4,14
8,42
7,37
10,53
6,55
2,10
2,59
9,67
6,20
4,78
6,75
7,85
7,20
9,48
1,20
5,27
5,48
10,21
4,56
3,64
1,76
2,36
10,76
5,62
7,7
7,1
10,71
7,59
10,81
1,2
2,64
7,20
7,80
1,97
4,57
5,13
4,36
3,93
8,81
10,7
7,99
7,46
8,4
8,24
9,40
3,19
6,69
6,21
4,4
1,25
10,18
9,64
1,77
1,27
2,80
6,58
5,72
3,97
9,49
4,81
8,97
8,58
9,37
4,77
8,3
6,49
3,5
10,14
8,72
7,94
5,64
9,9
5,76
8,94
8,22
4,67
2,40
5,66
3,72
6,57
1,40
1,65
3,8
8,52
8,36
5,57
6,81
5,54
6,24
6,97
10,33
4,46
1,40
8,40
5,4
5,93
9,23
8,11
2,1
3,94
10,59
3,1
6,88
4,65
1,56
1,41
5,57
3,30
7,77
6,50
9,7
6,87
7,93
10,36
9,91
10,8
2,20
7,75
8,11
4,36
1,27
2,24
8,1
5,97
7,29
8,15
3,72
4,40
5,39
8,81
5,3
4,76
10,83
6,40
3,8
2,36
5,57
10,37
5,6
3,23
4,20
1,82
6,53
6,89
9,71
