A,B
3,3
10,82
8,80
2,61
8,50
6,96
5,75
6,96
1,50
2,75
6,2
9,1
6,40
5,38
10,38
4,76
7,56
7,30
4,47
3,38
9,81
10,50
1,50
4,14
2,79
2,21
10,53
7,80
8,63
4,71
7,49
4,16
2,20
10,99
7,45
2,82
1,88
3,36
5,31
2,81
5,49
2,20
1,62
3,2
5,59
5,45
2,16
5,66
3,24
10,36
3,6
8,7
4,48
1,6
5,70
10,5
9,83
10,92
8,73
6,45
8,79
8,45
10,1
8,76
2,61
4,1
9,77
7,92
8,36
1,93
6,48
2,92
9,75
7,45
8,21
10,29
8,35
7,95
2,33
9,13
2,38
8,61
8,85
10,24
10,51
4,24
1,55
10,48
7,88
3,77
1,96
7,30
5,27
1,7
3,74
1,44
5,7
3,9
7,67
1,45
1,50
5,79
9,10
10,17
10,39
4,31
3,65
5,90
8,36
3,76
9,60
2,82
6,15
6,36
8,78
4,92
7,83
7,66
5,90
5,85
10,99
2,100
8,30
8,59
4,46
4,60
7,100
6,81
6,74
7,56
6,50
4,69
9,78
2,31
3,49
4,59
6,25
1,92
3,44
4,4
3,52
5,60
1,91
1,33
8,5
6,83
10,20
10,15
9,87
6,13
6,82
4,79
9,73
1,31
3,77
7,96
10,35
3,51
3,61
4,74
9,32
7,44
8,37
5,84
3,84
4,2
1,28
9,54
1,54
9,3
6,74
6,42
7,2
9,65
5,89
3,71
8,36
2,37
7,50
8,43
10,39
6,69
9,25
3,28
7,87
2,63
5,39
9,24
1,84
9,58
8,58
2,80
9,31
4,68
1,52
2,16
7,75
3,65
6,32
8,34
6,50
4,70
4,78
8,85
4,53
6,77
2,3
10,46
9,63
7,86
10,24
8,45
2,68
8,74
1,52
5,6
5,15
6,87
8,22
7,4
7,46
4,70
10,97
7,84
8,56
3,14
2,18
4,67
4,82
10,46
8,15
8,93
5,23
4,26
7,4
9,31
7,83
1,28
9,36
2,4
9,51
5,55
7,100
10,58
2,21
9,2
7,33
6,63
6,77
8,23
10,13
3,21
4,47
10,14
6,5
1,19
3,69
9,8
6,30
7,7
10,1
7,71
10,14
5,3
6,3
5,38
1,56
9,88
3,57
1,27
5,73
1,64
7,96
8,22
1,7
2,97
7,58
7,69
3,81
4,76
10,30
5,58
7,10
9,63
9,91
1,11
2,35
3,46
4,40
10,34
10,61
6,95
3,4
10,52
9,5
9,53
9,8
1,53
5,17
10,26
8,41
8,12
10,42
6,61
5,70
2,34
9,53
8,89
5,3
3,79
8,82
10,2
5,72
8,31
1,52
4,48
3,92
7,77
8,72
2,73
1,45
9,96
5,95
6,35
4,15
4,48
7,18
9,76
5,3
2,83
9,65
6,10
5,23
9,4
9,17
3,93
3,80
9,74
2,55
10,55
6,80
3,92
3,57
8,21
3,68
5,90
2,58
5,38
10,36
2,90
5,77
10,5
7,31
7,29
10,32
3,11
4,26
7,92
4,30
3,20
10,75
7,32
6,97
8,13
5,35
9,42
4,60
4,1
10,73
1,93
1,77
9,61
9,30
1,19
3,45
9,3
2,24
8,20
3,85
6,75
5,46
7,66
10,32
1,9
10,81
1,50
9,75
6,41
4,91
4,13
2,27
4,26
1,51
5,79
4,12
3,50
6,8
2,20
5,98
4,83
1,46
4,53
1,7
7,8
9,12
9,2
6,76
9,51
5,78
5,84
1,7
3,52
6,73
2,20
7,6
9,3
10,77
3,24
4,29
7,43
6,26
6,21
3,39
2,80
1,20
10,30
10,57
3,45
7,8
1,9
1,51
10,76
10,75
6,7
8,7
2,29
1,53
7,11
2,100
2,44
5,92
5,62
1,82
1,25
2,65
8,32
6,59
5,8
7,39
4,37
6,16
8,25
6,85
4,11
2,85
4,78
1,53
7,42
2,60
6,47
3,26
9,39
2,49
8,47
3,65
3,42
2,52
5,51
8,40
9,21
4,5
6,62
8,73
6,91
3,9
6,12
4,26
5,82
1,89
3,39
3,73
2,73
5,41
1,11
6,22
7,19
5,24
4,50
10,67
1,50
5,27
4,18
8,67
6,34
9,95
2,53
2,68
2,94
8,19
8,35
