A,B
2,1293
7,2332
1,689
4,2249
9,2582
9,2324
9,506
10,2246
8,920
8,2310
10,2449
5,792
1,859
7,1506
2,2194
10,2513
4,1413
2,2409
10,2676
6,496
8,2292
3,1408
4,1428
9,171
9,143
6,602
1,1722
10,2262
9,1857
1,1222
4,1098
9,811
2,1738
4,277
4,396
1,1183
6,2112
7,1123
4,799
3,888
5,2364
2,2096
3,100
9,2272
7,1066
6,1369
3,2774
9,8
7,2222
2,44
9,1301
5,128
3,239
9,1124
8,850
8,2155
8,1506
8,2197
7,1726
6,2683
4,788
4,389
1,1400
7,786
6,1176
6,795
2,2517
6,253
4,453
8,422
6,2213
8,1041
6,754
6,2298
1,1246
4,2207
2,1994
4,2254
8,2741
3,393
5,849
7,878
7,904
4,403
6,1654
9,2578
2,1862
9,1272
2,2191
7,1765
3,2266
5,2296
5,946
10,1533
1,883
7,176
5,394
1,1777
6,2059
6,1092
4,1033
4,191
10,1127
3,1598
5,1883
9,703
8,2196
6,2205
4,1678
2,443
8,1576
10,110
4,863
5,1743
9,167
8,1080
3,64
1,1364
2,2478
4,2212
1,1507
1,1688
2,1804
1,2140
3,361
5,2117
1,964
6,285
6,1194
5,284
3,568
10,579
4,140
7,372
1,1899
5,2058
2,275
5,2149
10,2624
9,2104
8,2211
6,821
7,1154
4,1255
1,1363
3,2432
4,2000
3,2345
8,2682
7,1634
2,2695
2,1911
2,801
5,1251
6,336
10,1995
3,2177
5,953
9,1191
5,1249
4,794
1,1630
2,415
6,1489
4,357
3,639
1,348
10,1416
4,1768
4,154
10,1253
8,2300
8,879
7,275
10,1789
5,218
8,29
10,2075
3,2441
3,1162
5,1864
3,767
5,200
3,584
7,578
8,2849
2,1363
5,1388
10,1233
10,2160
7,743
3,1926
1,1737
9,1121
6,30
10,288
10,22
2,1132
7,1200
6,2137
3,1880
7,428
5,1431
9,1123
3,2008
9,869
7,1923
9,2003
3,2591
6,529
6,213
10,430
10,585
9,2419
10,2026
6,529
6,2365
3,1240
2,2634
1,715
6,982
4,2129
4,2276
9,573
8,1877
2,1196
4,831
9,681
5,1740
9,355
10,193
6,2271
6,960
2,137
6,2043
9,813
4,1712
7,1436
3,2739
5,328
1,588
8,1590
8,2798
4,799
4,456
1,474
6,477
7,237
5,2290
1,592
5,1418
5,1270
3,1333
3,1471
2,61
5,3
2,2018
3,2567
1,1709
6,882
8,996
10,1570
10,1065
9,557
9,1292
10,2636
2,1997
4,1994
3,1025
5,1476
7,1343
8,641
3,1759
4,1373
5,34
1,1707
3,1410
7,411
5,1243
10,114
8,2793
8,2206
2,1547
6,2157
10,870
4,1717
5,1029
8,1475
5,1147
9,128
2,679
10,284
7,1481
8,1669
7,1044
1,1906
3,263
7,783
6,1984
7,1800
9,681
2,1176
8,2536
10,2311
9,2310
5,587
3,635
5,42
3,1370
10,1274
7,632
9,2264
6,1617
6,159
2,1463
7,943
3,2727
8,1436
8,234
8,363
2,1716
1,700
4,2031
5,1991
9,1438
9,189
3,2596
5,427
9,1787
4,1189
5,1379
7,1582
2,216
7,1884
1,758
8,2467
3,1421
2,141
7,1588
1,175
4,821
10,1029
9,1171
6,1404
2,2105
1,1162
7,950
7,2174
10,547
10,1004
4,87
7,1419
6,619
10,256
9,2568
6,615
9,1921
4,670
8,2338
1,721
6,884
7,945
4,579
2,2207
8,2832
2,1978
9,282
7,932
1,879
2,1097
3,613
8,2464
1,1200
1,466
2,733
7,1923
2,484
9,523
1,1523
4,479
9,2034
9,600
1,1330
8,1876
2,1031
10,1304
1,1819
8,309
8,946
10,269
10,1610
5,1198
1,559
1,1130
1,226
3,2787
9,1836
5,942
5,2371
9,462
2,2342
1,257
8,770
8,1980
5,463
4,834
7,1660
8,667
6,2485
10,1121
10,1660
1,272
4,302
9,299
3,1863
1,584
4,1856
10,2650
8,1705
4,826
5,2298
2,2688
6,1606
8,725
5,2158
8,1035
5,1129
1,1349
7,7
8,2710
10,10
4,2056
10,2288
7,631
7,989
9,864
6,950
3,1615
10,916
2,94
7,2074
3,629
10,1393
5,1646
5,1716
2,2336
2,1322
5,2135
1,1863
4,94
2,2354
3,47
6,1947
8,242
7,1728
3,548
6,407
1,1327
2,2012
7,2018
2,1046
3,2655
2,1422
8,1663
10,1779
10,1360
1,457
4,71
1,1273
7,369
6,1229
5,377
3,286
10,2338
9,1635
5,893
1,2091
8,1379
3,1509
6,2229
9,1925
3,2685
7,1348
3,1117
4,298
1,274
7,590
7,311
5,1409
6,2689
2,1897
9,885
6,1946
10,813
10,1468
8,331
6,1997
3,861
4,887
9,1504
