A,B
9,346
7,453
10,485
3,356
2,425
9,2332
5,119
5,1587
4,2217
3,384
6,1918
10,1644
1,575
8,2296
5,1706
8,2153
9,2015
4,1276
7,791
9,753
1,107
6,952
4,1258
1,1588
8,2001
2,875
4,2024
4,329
6,697
7,1823
7,1828
4,1966
10,1116
5,2719
10,899
10,2084
10,583
5,1786
10,1160
1,1091
10,2315
3,1395
2,1255
3,229
9,1995
8,1454
2,1327
6,606
7,315
9,60
3,512
2,451
5,624
9,2519
9,2346
4,954
1,293
5,1999
7,1146
3,2017
7,1142
7,1831
5,1208
6,2689
4,2029
8,182
7,519
7,86
6,761
1,1887
1,1086
8,607
5,378
1,1155
8,1274
3,1437
1,138
7,950
7,270
10,1005
2,1962
6,2639
3,1534
7,1377
8,1860
8,528
9,362
10,1655
5,1249
8,24
10,726
2,2022
1,1955
9,1186
3,2116
10,263
1,717
2,526
3,2071
3,1696
5,1517
2,383
2,105
3,1434
7,2127
10,2307
5,1167
8,1030
3,2360
4,1527
5,2083
10,831
8,2123
5,2810
8,19
6,2662
7,188
4,2286
10,947
5,1741
10,380
6,945
3,1191
9,697
10,936
6,395
10,2183
10,2304
9,35
2,38
7,839
1,187
4,2071
10,730
7,752
8,1076
2,1796
6,465
5,2767
4,195
8,1119
9,328
8,988
6,2485
6,916
5,726
3,1350
3,869
8,925
4,645
9,242
1,2189
10,860
10,320
7,341
6,1640
10,2154
2,343
9,2538
5,2657
7,1774
2,1708
2,157
2,1167
2,2226
5,1269
10,994
3,1893
6,1676
4,740
4,573
6,990
1,2013
4,872
6,994
6,1032
6,2197
2,1193
8,614
10,1614
1,1952
6,2134
2,1958
3,1067
8,37
7,2371
1,1969
3,1730
7,427
4,466
1,2451
9,2600
10,312
6,2432
4,1713
1,2400
9,856
4,156
7,580
8,1603
10,39
3,355
5,1799
7,1056
1,881
3,121
8,2309
7,47
8,485
4,1923
5,1606
9,169
7,1199
4,2347
4,156
8,1493
1,1814
4,1338
10,181
5,577
4,1647
4,1091
1,1343
9,1004
8,2244
1,1291
3,2128
8,1579
2,611
8,2162
10,1356
2,1724
5,2136
1,1362
2,516
4,94
3,1156
9,1857
1,852
4,794
2,2276
10,1610
10,2320
9,466
3,200
5,1793
3,1157
6,2389
9,272
2,1412
9,215
6,333
10,398
9,1946
7,2505
6,443
9,2448
8,1316
2,196
10,150
7,605
10,1838
1,1752
1,550
3,1466
2,484
2,582
8,2255
8,1801
1,1756
2,2293
1,2415
8,967
2,1934
10,230
1,541
1,2222
2,1821
10,14
6,1341
1,1831
5,1165
9,1714
8,2180
7,69
9,1411
5,822
2,1708
8,1726
4,69
4,1201
9,390
8,1038
5,2131
6,2774
2,173
9,466
9,551
4,1142
2,1478
2,2178
10,2187
8,630
4,421
4,2009
2,1295
7,908
5,2674
7,1323
1,766
8,1234
2,1310
6,1248
3,224
10,300
8,596
1,252
5,2831
10,864
7,722
7,440
1,2092
5,2822
7,1509
9,1725
1,1544
7,619
3,266
2,1557
5,677
9,5
1,1318
2,1304
5,201
3,563
4,851
10,763
4,955
4,332
3,193
7,1200
4,1592
7,934
1,2184
4,2263
9,948
7,1097
4,401
3,1210
2,409
4,497
5,1851
2,776
1,288
1,1508
2,1411
7,1673
1,2194
9,1350
5,1689
5,749
3,1332
9,118
8,1768
2,34
7,2070
6,2326
2,2178
1,2201
5,856
8,308
3,326
8,1584
5,1344
9,1893
5,659
6,759
1,1983
9,1675
5,1676
9,269
6,1805
7,2292
4,1908
9,2122
5,1198
4,1411
3,826
8,1773
8,632
8,2168
9,1227
6,418
8,254
2,903
8,2058
7,1951
9,2077
4,647
2,1402
7,1332
6,1708
10,100
9,807
8,525
6,262
10,1523
3,1093
3,558
1,127
3,289
9,2024
10,1348
4,1383
7,463
6,245
7,2008
5,2126
3,838
10,336
3,720
1,1194
4,2327
5,1219
4,91
5,2127
3,1494
3,1176
1,1261
7,2451
8,1180
2,539
3,1598
6,1828
7,283
8,161
2,1585
1,23
8,1208
6,2712
4,190
5,1431
10,618
5,1241
5,728
10,732
4,2259
9,1215
7,237
6,2737
2,1061
6,2170
5,2535
3,1008
6,1288
1,2429
10,777
3,2190
9,1480
6,1349
1,1309
10,1612
6,2325
6,2687
4,2013
9,881
9,2312
3,23
10,543
6,1760
4,995
1,2446
3,2383
6,2238
6,1742
8,1742
3,537
3,2372
10,849
6,1338
2,1343
7,383
7,578
5,448
8,2061
7,2151
9,2401
3,1394
4,2217
9,2033
6,2080
3,2087
6,1318
1,2179
5,1304
6,1293
5,2058
6,9
9,1545
2,1324
