A,B
1,951
4,935
5,823
7,1149
8,211
8,1560
1,1614
1,1135
9,874
9,1518
3,550
3,337
4,1149
4,879
6,1111
4,2492
10,59
9,818
7,1551
10,541
5,80
6,2413
7,470
8,756
2,662
1,2172
7,1029
4,1020
3,2188
2,550
8,1540
9,1256
3,26
8,2370
4,151
8,456
5,2302
10,1192
9,2090
2,321
1,775
6,2001
8,2410
8,1288
5,502
8,582
1,2209
1,1562
3,1055
1,2443
2,600
6,1767
8,2473
3,80
9,26
9,1918
8,2058
4,1462
6,1552
8,581
4,1019
10,978
9,1863
7,1906
3,1278
4,2424
1,998
3,1962
7,1438
10,459
7,2260
3,1489
10,86
1,2147
2,942
2,2189
2,938
6,1217
10,145
5,1777
5,827
7,702
9,82
10,99
9,2231
2,1389
6,1493
2,430
4,2091
8,75
9,2112
8,1459
5,2256
10,1147
2,1052
7,463
9,463
1,528
1,2374
2,2336
3,1733
7,875
2,1393
10,1879
8,1376
10,979
5,818
7,288
1,1805
10,1655
8,1720
5,881
1,412
8,383
2,430
1,1226
7,2313
5,1378
9,1974
9,1573
4,550
8,2221
6,508
3,1008
10,467
10,408
5,2431
10,1176
7,655
2,747
7,1157
3,950
6,1784
4,2212
10,574
3,1100
4,1862
7,367
6,1742
4,2453
3,1616
10,1255
3,366
3,1161
9,88
3,746
10,1801
2,1760
2,1357
1,1351
6,741
4,2716
5,2200
1,2038
3,810
6,25
1,2245
6,12
7,864
2,884
5,1997
7,2160
2,1524
9,655
10,1797
1,64
1,1607
8,592
8,78
4,99
6,2098
3,1328
5,1257
1,2003
4,927
3,1115
10,2057
2,1119
9,1897
1,1401
5,1092
10,2097
9,319
1,1743
10,720
5,1319
9,1324
10,555
7,1116
8,488
4,689
5,1037
1,698
1,2400
5,2332
1,125
7,109
4,2663
2,526
3,1293
5,1611
6,1653
1,208
6,1463
4,1264
2,196
1,954
6,2135
5,2404
5,1166
9,1760
4,632
9,1541
4,995
6,1985
5,2272
2,1664
3,1103
5,1736
6,1457
6,2483
7,921
9,3
7,1825
4,976
1,116
5,2006
4,144
9,1191
1,2270
6,1195
8,1384
7,457
1,2396
2,735
7,1968
3,1614
9,2107
10,1933
1,1850
10,2452
9,1326
6,1490
6,2451
7,1928
4,1349
7,825
3,1182
6,118
8,2136
6,1526
5,260
5,250
8,1622
10,491
9,234
10,2434
10,681
7,1059
2,1762
3,263
9,1719
2,1081
6,2473
5,293
4,1174
7,355
8,238
5,905
9,1131
10,1046
2,1722
1,2559
7,1736
7,657
6,1344
4,2158
1,1743
1,542
2,1264
2,488
4,1364
9,1376
1,2562
4,2199
6,1312
3,1811
2,1689
8,648
3,228
4,46
3,861
4,1226
9,594
10,755
2,349
4,2550
10,1564
3,1289
7,993
5,2445
4,2608
8,344
7,506
7,247
2,641
3,2208
6,922
1,170
6,2212
5,1157
4,1273
4,2130
9,1524
6,2546
4,897
2,2098
6,2023
5,1631
8,1223
3,200
6,942
2,1792
5,391
10,1505
8,1201
8,2485
3,65
8,2412
7,2031
10,1328
8,2166
8,1857
7,541
3,2163
8,753
2,1482
6,1559
3,1412
5,265
2,1892
1,331
10,2025
5,2086
8,2481
9,1911
6,2446
2,1419
6,961
8,2039
7,1497
8,1306
5,2217
9,1550
9,867
7,802
6,909
10,158
1,1236
9,2040
8,2160
5,1208
9,242
5,1096
6,1579
9,606
5,1600
7,1761
5,864
1,1606
5,1500
6,2023
1,1378
1,2519
5,1728
10,1100
2,1006
10,1016
9,1710
6,419
7,1020
1,96
2,831
9,1368
1,601
4,1221
10,1457
5,52
3,1203
4,869
1,1614
4,1283
7,1931
8,2302
10,269
7,411
3,1798
6,989
2,1144
8,397
6,549
6,1411
2,1640
2,2095
10,19
8,2125
9,1724
6,62
5,125
6,1194
1,350
2,2282
1,2461
7,628
4,2260
1,891
2,521
2,464
7,1870
3,291
4,1499
5,2148
10,1326
7,648
4,1150
10,1227
4,783
3,25
8,2088
3,315
5,1756
6,1262
9,50
7,1857
7,286
5,951
3,581
10,779
7,752
10,911
6,1541
2,513
3,2134
4,1373
9,1560
5,216
3,1389
9,1585
10,2385
2,1786
5,2190
1,1548
3,2151
4,2324
3,1490
8,606
3,1320
2,2257
6,331
9,401
6,662
8,414
9,1590
5,297
2,1794
8,2481
9,182
8,1113
6,1265
2,1879
2,855
5,643
7,825
3,2198
9,535
9,157
10,711
10,1462
1,1708
3,62
7,1468
4,1379
8,1374
3,21
9,157
4,1296
8,1602
9,1759
3,1363
8,1575
7,403
10,1122
4,1689
10,2023
4,1847
4,1232
3,514
7,1866
8,1518
10,715
